Small Unit Installation Postcode,Previous Years (2001-2015) - Installations Quantity,Previous Years (2001-2015) - SGU Rated Output In kW,Jan 2016 - Installations Quantity,Jan 2016 - SGU Rated Output In kW,Feb 2016 - Installations Quantity,Feb 2016 - SGU Rated Output In kW,Mar 2016 - Installations Quantity,Mar 2016 - SGU Rated Output In kW,Apr 2016 - Installations Quantity,Apr 2016 - SGU Rated Output In kW,May 2016 - Installations Quantity,May 2016 - SGU Rated Output In kW,Jun 2016 - Installations Quantity,Jun 2016 - SGU Rated Output In kW,Jul 2016 - Installations Quantity,Jul 2016 - SGU Rated Output In kW,Aug 2016 - Installations Quantity,Aug 2016 - SGU Rated Output In kW,Sep 2016 - Installations Quantity,Sep 2016 - SGU Rated Output In kW,Oct 2016 - Installations Quantity,Oct 2016 - SGU Rated Output In kW,Nov 2016 - Installations Quantity,Nov 2016 - SGU Rated Output In kW,Dec 2016 - Installations Quantity,Dec 2016 - SGU Rated Output In kW,Jan 2017 - Installations Quantity,Jan 2017 - SGU Rated Output In kW,Feb 2017 - Installations Quantity,Feb 2017 - SGU Rated Output In kW,Mar 2017 - Installations Quantity,Mar 2017 - SGU Rated Output In kW,Apr 2017 - Installations Quantity,Apr 2017 - SGU Rated Output In kW,May 2017 - Installations Quantity,May 2017 - SGU Rated Output In kW,Jun 2017 - Installations Quantity,Jun 2017 - SGU Rated Output In kW,Jul 2017 - Installations Quantity,Jul 2017 - SGU Rated Output In kW,Aug 2017 - Installations Quantity,Aug 2017 - SGU Rated Output In kW,Sep 2017 - Installations Quantity,Sep 2017 - SGU Rated Output In kW,Oct 2017 - Installations Quantity,Oct 2017 - SGU Rated Output In kW,Nov 2017 - Installations Quantity,Nov 2017 - SGU Rated Output In kW,Dec 2017 - Installations Quantity,Dec 2017 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
6003,59,261.897,0,0,2,18.12,1,3.12,1,12.48,0,0,1,12.48,0,0,0,0,5,40.905,0,0,1,6.24,0,0,0,0,1,3.12,0,0,0,0,2,43.884,1,3.3,1,6.54,1,3.85,1,1.62,4,54.586,0,0,1,6.6,82,478.742
6004,99,516.536,1,2,1,10.2,1,11,0,0,1,29.64,1,9.88,1,3.12,1,60.32,0,0,2,53.144,0,0,1,36.48,1,6.48,0,0,0,0,0,0,0,0,2,11.67,6,61.639,1,31.8,0,0,2,10.315,0,0,0,0,121,854.224
6005,53,437.057,0,0,1,4.5,0,0,1,5,0,0,0,0,2,65.75,1,2.6,2,104.988,1,15.6,0,0,1,2.6,1,39.68,0,0,0,0,0,0,2,17.275,1,9.156,1,6.375,3,32.79,0,0,5,153.696,1,6.54,2,40.92,78,944.527
6006,367,"1,033.45",4,11.2,5,21.55,0,0,39,102.37,20,61.15,4,18.26,7,37.08,7,29.96,10,47.045,6,39.52,6,28.872,4,21.74,3,11.81,8,74.325,6,34.457,7,67.4,1,3.99,3,11.302,3,17.12,8,38.115,5,30.34,9,93.37,3,28.944,4,22.96,539,1886.325
6007,291,861.655,3,15.14,2,12.24,4,19.075,1,2.86,4,18.7,5,31.2,1,5.035,3,17.25,1,38.4,7,35.086,10,73.11,1,3.06,3,18.125,5,22.719,2,10.07,4,20.06,6,27.97,2,9.8,1,6.44,1,19.947,1,2.65,5,36.41,5,27.01,4,16.98,372,1350.992
6008,608,"1,876.65",3,21.132,13,56.315,7,38.17,6,28.705,8,66.045,7,35.825,4,44.94,4,15.78,7,26.77,12,71.395,8,41.484,9,46.28,9,48.937,5,24.105,15,67.575,8,79.415,14,194.265,10,68.549,7,35.67,13,97.44,8,40.205,8,81.185,5,29.125,6,35.425,804,3171.386
6009,758,"2,520.91",6,26.875,8,101.169,7,32.505,11,55.79,10,51.689,12,91.42,9,78.505,10,42.94,7,30.4,11,57.117,15,81.867,19,118.963,12,62.058,15,76.381,14,75.865,14,82.46,22,266.815,14,68.804,15,84.956,15,92.569,13,76.877,20,109.882,19,112.943,9,93.52,1065,4493.277
6010,944,"2,610.37",8,45.34,8,36.38,9,33.325,6,29.36,9,91.69,9,37.44,11,48.21,10,59.28,8,32.71,14,84.175,17,105.085,14,83.59,13,60.075,8,41.475,16,71.23,19,103.32,18,104.547,11,58.38,9,50.02,16,86.945,13,79.547,25,133.624,17,84.09,9,50.12,1241,4220.328
6011,356,"1,093.95",5,21.86,5,32.435,5,19.82,2,11.625,6,36.32,7,41.35,2,12.962,2,11.415,7,42.995,6,33.72,9,45.104,6,29.99,9,56.879,7,51.238,7,44.398,9,62.065,7,36.3,7,43.634,4,30.935,7,29.287,5,37.995,6,36.18,8,50.87,2,11.88,496,1925.206
6012,363,"1,118.48",4,13.56,2,8.6,5,19.883,6,23.395,5,24.915,5,20.92,7,29.385,8,40.79,4,21.69,5,28.935,6,37.43,3,15.06,4,34.635,6,28.96,8,50.91,7,38.104,3,18.365,5,21.7,5,42.51,6,31.48,7,39.65,7,54.2,6,48.015,4,19.665,491,1831.236
6013,1,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.375
6014,961,"2,805.27",10,44.05,11,52.26,17,146.725,12,74.345,15,70.755,14,62.715,15,73.269,12,57.995,11,52.69,17,98.601,18,88.182,12,66.663,12,61.735,20,96.754,18,101.745,7,36.395,18,105.552,13,96.381,20,151.065,16,85.215,4,21.37,21,127.54,15,116.53,17,110.202,1306,4804.004
6015,358,"1,220.50",2,12.54,5,27.29,4,28.255,5,30.955,3,21.137,3,16.3,5,26.135,7,36.44,4,23.715,8,47.195,5,27.065,3,26.415,10,48.51,9,49.455,6,34.685,2,10.405,6,34.905,9,61.686,6,31.97,2,8.64,5,26.46,9,53.002,9,64.792,2,12.86,487,1981.312
6016,447,"1,178.57",3,12.48,0,0,2,7.312,4,17.8,4,23.555,2,11.275,6,30.715,9,41.2,4,17.545,4,18.17,3,14.8,9,41.345,5,24.825,4,22.89,5,22.325,5,22.952,5,24.605,1,5.13,7,34.384,8,45.355,4,21.925,1,6.6,9,56.689,5,26.515,556,1728.966
6017,164,"1,359.02",1,59.8,0,0,2,39.05,3,20.28,5,69.2,4,48.972,4,36.45,6,83.18,2,26.187,2,49.01,9,235.94,3,48.12,3,119.28,2,22.36,0,0,3,52.055,2,14.25,5,115.184,2,22.66,7,146.725,7,104.945,5,62.095,2,59.175,1,13.86,244,2807.796
6018,"2,449","6,350.81",20,83.33,17,80.155,18,89.12,13,64.49,28,109.655,28,124.605,20,83.815,26,108.85,29,136.35,33,162.22,21,94.555,32,192.624,27,147.113,24,123.77,38,172.075,21,187.413,40,359.496,35,194.305,34,162.37,31,166.785,15,76.55,45,284.455,46,255.042,19,94.19,3109,9904.144
6019,883,"2,192.36",8,37.59,8,37.03,13,47.32,5,26.77,12,49.86,13,35.72,5,26.235,7,29.38,6,23.905,9,45.535,8,43.125,11,61.64,10,48.086,10,40.562,8,31.66,15,74.18,10,52.14,16,89.104,12,61.36,11,66.86,11,53.28,16,87.41,16,84.485,4,24,1127,3369.596
6020,"1,622","4,411.25",11,47.9,22,90.605,8,35.1,19,67.28,21,99.6,21,205.33,13,54.34,18,101.705,8,43.004,12,60.015,15,74.995,29,132.025,19,103.665,26,140.145,26,148.955,22,108.015,20,102.8,15,119.612,14,77.84,21,116.075,22,121.815,16,86.955,25,139.51,20,151.69,2065,6840.226
6021,"1,252","3,636.25",16,77.65,13,74.1,12,53.48,11,109.13,6,30.89,6,65.29,12,74.747,12,79.22,14,175.805,13,68.765,11,55.665,22,147.12,11,58.535,20,98.345,19,154.61,24,271.165,26,138.69,19,103.255,19,140.265,12,101.69,8,43.055,21,141.154,8,38.25,4,55.93,1591,5993.052
6022,556,"1,246.48",1,6.24,3,9.46,2,7.3,6,28.74,0,0,6,19.17,6,30.38,2,8.525,1,6.5,1,6.5,2,7.77,8,39.84,4,21.26,2,9.16,4,22.75,16,71.475,6,30.45,4,19.62,5,28.2,6,28.415,7,37.705,7,35.665,7,39.975,3,17.28,665,1778.862
6023,"1,434","3,703.51",12,66.53,10,60.525,8,37.035,7,32.6,7,32.24,11,46.23,7,36,7,30.78,12,57.42,15,68.975,15,85.365,14,73.334,15,78.625,17,92.322,13,65.36,11,49.96,14,76.27,16,87.47,14,75.355,14,78.485,14,82.812,11,61.48,17,89.795,9,54.43,1724,5222.91
6024,"1,407","3,167.75",5,22.98,7,23.96,12,48.82,6,28.76,9,41.47,4,18.385,6,23.64,12,58.535,10,44.33,10,47.75,18,83.695,22,97.29,11,47.225,22,92.48,12,58.04,21,99.475,20,98.55,12,184.94,6,24.085,11,54.645,5,28.12,34,148.245,17,95.845,6,30.282,1705,4669.296
6025,"2,840","7,114.50",12,53.16,21,128.27,26,116.485,15,66.57,20,76.385,13,62.36,29,127.55,29,126.59,32,134.362,23,98.252,25,123.815,34,154.012,25,116.498,38,192.395,55,238.165,40,203.525,35,180.891,37,185.774,23,126.015,54,264.39,31,160.345,37,187.757,33,186.927,14,84.845,3541,10509.837
6026,"2,575","6,316.47",18,100.19,12,57.55,21,99.565,18,78.29,19,88.345,10,31.48,11,50.125,10,47.51,15,70.67,14,72.432,14,77.16,28,135.288,28,139.078,57,264.02,48,253.044,25,121.155,17,78.435,22,121.575,19,100.102,29,133.787,37,165.79,27,134.605,28,139.34,17,99.86,3119,8975.863
6027,"3,754","9,876.27",25,115.87,25,117.975,21,105.695,28,163.659,24,114.545,24,189.245,28,115.51,35,152.495,36,209.197,33,182.602,37,178.432,59,312.985,41,192.207,47,219.025,83,409.995,43,218.665,46,251.915,48,273.21,39,201.32,63,306.9,43,221.58,57,303.61,50,335.865,27,170.37,4716,14939.143
6028,"1,981","5,736.79",17,87.81,21,111.39,16,79.17,22,111.102,16,83.361,24,116.48,19,103.16,37,171.74,27,129.475,29,138.051,23,119.755,27,140.275,32,153.125,41,201.15,34,171.79,28,176.113,21,130.924,33,193.365,32,176.385,37,235.605,32,169.255,45,236.72,33,191.11,23,131.12,2650,9295.216
6029,180,502.536,0,0,2,12.6,1,3.12,2,11.34,1,6.625,3,15.96,3,18.84,1,0.26,4,21.8,3,12.63,3,18.14,4,22.91,2,11.3,3,11.21,0,0,0,0,0,0,3,12.96,1,5.232,2,10.02,1,0.255,3,15.1,4,35.545,1,6.6,227,754.983
6030,"3,731","9,152.44",22,106.83,37,169.575,25,108.03,26,119.215,33,148.485,37,162.52,37,154,29,129.52,31,230.418,30,138.3,47,224.212,53,231.652,26,117.2,53,235.917,100,477.695,45,265.63,35,225.64,28,148.775,30,171.07,45,235.58,78,316.64,54,280.9,40,227.525,15,74.435,4687,13852.207
6031,"1,446","4,344.17",17,63.31,17,77.66,16,74.96,14,64.355,29,121.79,25,116.985,20,93.35,14,57.94,18,86.325,15,69.76,22,111.005,18,86.24,44,191.015,21,108.415,23,119.705,13,73.835,16,72.62,18,131.705,18,107.285,58,241.22,28,176.055,14,66.755,21,123.965,12,69.26,1957,6849.685
6032,20,112.86,2,6.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.52,0,0,0,0,0,0,0,0,0,0,2,35.36,1,12.72,1,3.85,1,36.3,0,0,1,4.16,0,0,0,0,29,251.01
6033,42,340.655,2,13,1,21.2,1,40.04,0,0,0,0,0,0,1,6.24,2,21.35,0,0,1,5.2,0,0,0,0,0,0,0,0,2,22.02,0,0,0,0,0,0,0,0,0,0,0,0,1,26.1,0,0,1,11,54,506.805
6034,47,156.012,7,13.22,2,8.12,11,35.84,17,42.345,13,27.195,25,58.98,16,38.14,10,24.515,15,56.61,11,33.995,14,33.09,6,20.36,7,16.845,7,21.76,16,58.27,14,49.79,14,48.41,13,41.525,7,27.24,14,37.97,14,44.28,7,19.98,15,61.565,3,17.885,325,993.942
6035,893,"2,292.29",12,51.235,9,40.94,11,54.08,11,41.955,7,31.09,19,72.735,28,117.485,17,74.31,18,97.305,17,91.715,10,51.13,21,100.19,10,42,15,80.825,20,82.21,9,35.69,14,68.5,11,52.2,12,51.64,15,70.47,33,133,18,90.85,17,96.182,10,60.64,1257,3980.667
6036,"1,038","2,862.58",13,55.614,16,63.02,10,44.62,10,38.615,18,88.27,20,86.73,23,96.5,13,62.555,13,68.205,9,37.7,17,88.445,16,91.235,9,49.112,19,96.095,43,207.065,21,109.795,12,66.155,13,167.015,16,81.96,30,138.065,33,155.38,27,147.22,11,55.18,10,55.18,1460,5012.307
6037,363,943.739,0,0,5,29.81,4,16.68,3,17.095,3,11.24,8,27.605,10,37.14,3,13.7,1,0.5,5,26.36,3,14.4,3,15.62,1,6.36,6,29.75,8,37.775,3,15.29,3,15.58,4,18.69,7,40.44,6,35.775,14,67.667,6,33.265,6,32.29,2,10.26,477,1497.031
6038,645,"1,728.20",21,55.765,37,79.76,40,106.99,36,106.895,38,128.865,40,137.24,36,125.865,21,62.9,20,80.78,27,264.104,13,46.1,12,52.395,18,65.08,19,66.895,33,115.25,10,83.469,13,40.39,11,84.979,17,84.32,13,66.31,31,114.56,13,62.75,10,48.77,6,28.735,1180,3837.368
6041,316,"1,131.22",1,5.72,4,21.36,3,9.62,2,11,2,11.5,2,9.12,2,10.2,1,2.28,3,17.04,0,0,2,12.46,3,17.92,2,4.82,1,6,2,12.96,4,19.86,0,0,2,39.6,3,7.15,4,23.66,1,4.32,0,0,0,0,1,6.6,361,1384.408
6042,16,41.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.94,1,2.45,0,0,0,0,1,5.3,0,0,0,0,1,3.78,0,0,0,0,0,0,0,0,20,59.22
6043,37,87.45,0,0,0,0,0,0,1,3,1,3.5,0,0,2,7.86,0,0,0,0,1,2.55,0,0,0,0,0,0,0,0,1,4.32,0,0,0,0,1,3.71,0,0,2,6.48,0,0,0,0,0,0,1,5.13,47,124
6044,206,584.933,0,0,2,5,2,7,2,5.72,3,13,1,3.57,1,4,1,5.5,0,0,3,12.98,0,0,2,10.5,3,14.56,4,15.57,2,8.44,1,20.02,6,34.43,1,3.975,4,23.95,3,19.45,2,11.61,2,12.96,2,15.66,0,0,253,832.828
6050,676,"2,019.88",4,40.28,11,62.095,7,37.11,6,31.89,8,40.815,4,35.1,12,72.23,6,35.355,6,33.79,8,44.755,8,35.13,20,78.038,11,62.875,8,42.9,12,67.691,11,126.901,10,59.555,10,97.693,8,41.11,13,68.825,11,67.385,7,39.45,9,56.89,6,28.56,892,3326.298
6051,454,"1,129.97",2,11.7,2,36.24,3,15.9,3,11.18,3,10.16,1,0.5,1,3.12,3,12.405,3,17.19,11,55.499,5,17.09,8,34.774,5,22.405,7,38.64,4,23.21,1,3.18,5,22.98,4,19.12,2,6.396,5,35.772,7,34.856,6,27.018,7,38.275,3,16.27,555,1643.849
6052,593,"1,565.21",4,15.7,5,15.55,4,16.44,5,15.9,2,19.49,5,26.195,5,26.805,6,31.33,7,28.22,2,10.3,5,22.33,5,22.335,9,39.01,6,27.625,10,46.185,10,46.34,8,51.546,5,23.74,5,20.87,6,30.465,9,44.324,14,61.982,4,19.44,5,29.072,739,2256.402
6053,986,"2,679.68",16,98.28,9,30.005,9,46.24,6,116.398,10,63.656,4,53.2,9,34.98,10,110.925,10,69.934,8,74.572,5,51.82,13,64.41,12,59.915,9,39.945,15,78.216,11,52.695,26,126.709,11,52.695,5,22.545,10,80.805,10,82.46,22,101.87,18,114.195,9,36.315,1253,4342.466
6054,"1,537","3,883.59",8,27.005,12,45.295,16,62.1,12,44.52,12,71.04,11,116.755,11,75.525,25,186.865,13,52.512,22,132.35,55,185.225,24,153.7,18,92.325,19,94.95,25,215.355,16,93.57,46,271.912,30,195.88,16,102.96,20,198.405,24,99.895,20,98.86,19,105.615,12,73.725,2023,6679.931
6055,"1,617","5,272.78",24,111.19,30,158.195,31,128.085,24,97.88,32,159.125,24,124.075,26,129.025,51,219.565,36,201.98,32,154.81,33,265.299,38,212.086,31,140.37,39,195.114,44,234.95,34,188.94,63,317.324,46,245.955,37,235.6,38,294.765,42,253.555,36,187.03,54,296.29,30,205.205,2492,10029.189
6056,"3,480","9,696.93",30,153.43,41,196.41,30,166.9,40,269.245,34,152.339,24,154.385,21,117.715,48,262.19,25,114.65,30,159.12,22,193.09,39,215.22,30,169.812,33,240.151,40,222.655,30,154.585,48,227.795,42,244.675,38,186.68,35,199.005,33,274.055,45,221.891,37,240.74,28,139.415,4303,14373.086
6057,"1,747","4,305.74",15,61.78,4,16.44,20,81.62,9,44.005,14,161.035,10,48.32,9,42.92,9,40.21,21,117.47,17,100.037,11,51.44,11,66.27,10,68.42,18,73.475,16,83.005,15,88.15,32,144.655,32,148.11,14,75.07,21,117.067,11,57.85,31,140.43,15,75.325,4,22.8,2116,6231.646
6058,"1,403","3,334.32",7,31.18,5,23.37,9,67.03,8,37.345,8,35.94,4,22.76,10,45.7,9,46.3,11,46.009,7,22.33,14,105.281,16,261.63,13,63.575,9,79.04,13,56.32,14,69.935,38,155.36,21,83.11,15,127.895,11,51.18,11,87.92,12,76.52,10,49.52,13,66.71,1691,5046.28
6059,"1,542","3,939.36",14,68.85,13,55.855,10,53.83,14,69.172,7,31,11,52.26,12,48.955,14,65.106,16,83.4,13,63.025,10,42.541,18,89.15,14,69.532,12,60.256,24,115.605,24,100.855,30,148.765,17,91.02,21,105.655,24,133.905,11,65.149,38,179.915,27,145.975,16,90.49,1952,5969.621
6060,879,"2,125.47",11,50.99,12,51.935,11,58.71,6,23.21,11,44.435,6,23.48,10,103.385,7,32.28,6,25.055,7,33,11,54.13,8,33.06,8,38.99,11,44.137,8,33.24,6,19.396,22,113.705,6,30.93,7,67.52,14,67.88,14,74.595,12,58.68,20,92.24,6,30.23,1119,3330.68
6061,"1,784","3,735.75",8,26.32,14,45.06,9,37.615,18,65.675,13,60.62,13,78.45,5,17.35,9,39.735,15,59.72,13,52.2,18,62.95,9,36.235,15,56.652,14,66.19,19,82.307,30,133.405,15,71.555,19,88.457,19,73.062,17,61.72,11,49.47,11,57.97,20,125.715,7,28.215,2125,5212.394
6062,"2,380","5,838.49",10,49.94,10,46.45,9,33.9,14,123.32,20,90.445,18,84.075,21,113.68,19,92.58,23,114.9,15,63.437,17,112.879,20,97.39,32,141.278,37,167.915,35,158.57,26,143.19,32,170.675,21,159.635,23,156.055,24,129.095,19,128.79,25,121.995,24,151.23,13,68.14,2887,8558.052
6063,"1,309","3,068.33",10,48.22,9,73.755,9,41.94,13,62.43,8,35.51,8,37.04,11,44.01,7,28.68,14,64.87,7,38.586,13,64.735,4,22.25,14,65.395,21,103,13,65.485,16,57.4,15,62.695,12,55.04,9,46.365,11,62.6,20,92.02,25,111.785,5,27.81,2,9.95,1585,4389.901
6064,"2,477","5,652.61",18,85.1,20,75.06,12,56.41,16,73.3,13,48.91,11,55.68,9,36.21,15,65.28,16,67.047,13,54.827,15,66.075,23,205.433,17,69.672,43,178.855,26,126.13,27,142,15,68.515,26,126,20,133.316,16,82.352,33,140.91,30,115.935,24,124.055,14,85.81,2949,7935.495
6065,"6,417","18,477.30",51,247.485,52,264.145,58,378.98,56,287.14,61,491.8,47,286.16,70,390.795,67,376.7,75,428.443,71,453.38,72,401.865,77,507.427,98,589.196,90,561.978,122,629.037,75,418.84,77,484.48,74,522.4,87,563.397,102,633.41,112,680.161,100,580.79,79,579.164,29,183.11,8219,29417.582
6066,"1,774","4,391.31",8,35.96,9,39.19,7,29.185,15,72.04,10,51.355,12,42.155,13,60.375,12,82.768,31,136.307,14,74.495,10,79,10,49.36,18,87.875,13,73.96,17,93.44,40,189.46,22,110.162,17,85.39,18,87.88,18,99.925,14,76.725,12,65.495,18,101.17,11,61.19,2143,6276.176
6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.72,0,0,0,0,0,0,1,9.72
6068,8,31.095,0,0,0,0,0,0,0,0,1,4.08,0,0,0,0,1,15.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,53.08
6069,"3,653","10,340.96",45,192.94,52,239.205,49,286.685,61,277.585,39,176.795,39,194.465,45,207.162,79,362.4,63,299.193,55,276.94,54,269.211,62,410.54,46,276.635,59,307.79,59,312.15,62,303.352,118,572.255,59,307.655,58,350.93,66,378.265,77,382.18,73,375.025,56,341.4,24,142.12,5053,17583.837
6070,374,924.978,4,14.38,4,17.52,2,8.48,2,8.14,6,26.86,3,17.335,0,0,2,7.775,4,20.57,4,23.895,3,15.63,3,24.91,5,25.296,4,18.16,5,26.424,3,16.02,2,9.175,2,12.38,2,12.53,3,15.865,2,12.37,1,2.43,4,18.4,8,57.795,452,1337.318
6071,369,"1,033.37",1,5,2,13.155,4,19.29,3,10.1,2,7.12,1,7.41,0,0,8,44.745,4,17.705,5,24.185,2,12.88,4,19.21,2,8.97,5,21.66,1,3,4,22.4,4,19.9,1,6.6,3,9.27,4,19.82,3,15.005,8,51.395,0,0,0,0,440,1392.193
6072,105,241.893,1,1.82,0,0,1,2.6,2,9.585,0,0,0,0,1,5.5,0,0,3,17.335,0,0,0,0,2,8.84,1,5.72,1,6.625,0,0,1,6.48,1,6.44,1,5.4,3,11.98,0,0,1,6.6,2,12.96,1,6.48,0,0,127,356.258
6073,335,"1,020.14",3,11.5,1,6.76,3,42.485,3,31.8,1,6.555,2,44.78,4,22.04,3,14.78,3,9.68,2,25.75,1,3.64,7,35.535,3,21.48,3,18.46,5,22.86,3,19.26,3,112.86,3,14.19,5,34.39,2,10.02,4,22.515,2,11.98,5,29.72,2,11.89,408,1605.074
6074,133,350.542,1,3.64,0,0,3,25.54,0,0,0,0,1,5.3,1,5.1,1,5.2,1,5.72,1,3.12,0,0,1,5,2,12.625,0,0,1,6.21,1,6.5,1,7.95,1,6.44,1,6.36,0,0,1,6.375,1,6.48,1,3.24,0,0,153,471.342
6076,"2,239","6,246.59",18,92.757,15,79.115,22,100.275,21,111.19,15,74.24,11,59.405,16,76.065,14,67.955,17,92.181,17,86.99,14,91.795,28,148.34,16,83.81,29,187.03,39,239.95,26,137.415,25,124.774,26,156.205,24,126.73,16,76.45,23,139.642,41,234.895,35,213.22,11,59.59,2758,9106.613
6077,78,382.435,0,0,0,0,0,0,2,19.545,0,0,0,0,1,6.5,1,3.84,3,44.54,1,6.625,1,5.1,1,39,1,13.77,4,19.795,4,120.59,5,45.78,2,12.26,4,26.825,4,34.355,3,16.44,0,0,2,9.51,1,5.6,0,0,118,812.51
6078,57,434.239,0,0,1,6.36,0,0,3,21.96,1,6.5,2,16.955,2,16.45,3,15.44,4,42.64,1,3.12,0,0,0,0,1,6.48,0,0,1,6.48,0,0,0,0,0,0,3,25.28,3,43.25,0,0,2,11.88,0,0,1,6.48,85,663.514
6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.625
6081,482,"1,395.82",6,38.3,3,16.02,2,8.305,6,29.3,2,11.1,6,33.375,6,27.01,3,15.455,3,15.5,4,20.62,5,27.1,6,32.42,2,9.555,7,38.2,3,12.925,10,62.629,3,15.919,2,12.92,5,24.17,8,49.27,3,18.09,7,40.274,5,29.49,2,11.625,591,1995.387
6082,339,932.413,3,8.14,3,17.3,3,15.795,5,22.165,8,38.94,3,12.3,2,11.36,4,22.17,2,12.235,3,8.135,8,52.555,1,2.86,1,4.32,8,48.58,5,26.195,4,17.71,6,26.02,2,12.98,0,0,1,0.54,4,22.421,5,27.98,2,10.26,1,5.32,423,1358.694
6083,484,"1,448.25",8,46.72,4,22.4,2,9.36,8,47.86,4,16.565,1,4.75,2,10.66,3,17.34,4,9.36,5,31.005,3,13.024,4,24.22,2,9.26,5,24.62,6,28.35,3,17.625,7,40.64,3,15.075,3,18.325,4,27.65,4,55.68,0,0,4,24.96,2,11.45,575,1975.145
6084,936,"3,336.38",5,44.199,6,41.305,9,42.915,13,75.1,12,63.415,10,51.495,6,53.45,9,40.27,13,65.03,13,76.255,11,69.685,8,52.725,8,51.23,15,77.225,20,145.27,11,59.525,16,107.375,8,53.48,8,44.42,9,60.325,11,71.315,8,59.62,12,66.56,6,35.52,1183,4844.086
6090,90,"2,174.60",3,32.7,3,55.37,6,126.24,3,52.61,3,29.435,5,63.466,2,54.89,1,15.36,7,74.45,5,156.1,2,35.94,6,267.545,2,32.15,2,41.6,4,67.785,9,277,9,121.899,4,54.705,3,53.042,6,67.58,4,187.395,3,48.29,2,49.245,2,46.02,186,4185.412
6100,572,"1,502.99",2,5.98,13,37.23,10,47.1,6,36.106,4,57.48,5,23.175,8,36.43,14,128.63,2,9.12,7,65.525,10,50.8,7,36.27,3,10.58,8,70.64,10,72.335,4,15.9,4,25.33,14,80.33,8,40.96,7,97.92,4,19.02,8,43.525,10,44.025,3,14.905,743,2572.304
6101,888,"2,317.85",8,34.02,5,20.755,11,42.975,9,36.925,5,22.135,8,28.91,10,45.209,11,85.12,8,50.96,5,24.2,12,70.745,7,31.4,6,30.68,10,56.285,7,34.895,15,63.842,8,39.995,5,27.98,6,29.86,16,73.362,8,35.795,6,30.34,9,62.335,4,21.52,1087,3318.095
6102,537,"1,605.18",5,33.46,8,32.36,7,27.52,4,56.43,9,88.98,5,19.5,4,21.06,6,35.38,3,14.42,5,51.745,10,192.98,5,40.316,4,34.78,13,57.01,7,29.85,5,18.53,7,127.505,3,20.76,6,28.61,4,14.625,6,25.495,6,28.43,5,23.84,3,48.3,677,2677.069
6103,462,"1,156.46",5,20.44,8,29.99,2,7.1,5,13.31,2,12.33,3,14.5,2,9.48,3,13.895,0,0,1,6.63,2,7.87,6,64.98,3,15.8,3,18.09,7,32.345,1,11.31,5,34.335,4,22.085,3,18.61,6,42.04,8,51.87,0,0,6,34.18,3,12.34,550,1649.985
6104,955,"2,846.56",8,63.33,2,7.48,6,23.2,4,27.58,8,58.62,6,27.605,6,33.425,7,42.56,9,69.85,6,28.2,10,50.107,14,236.825,4,21.44,10,79.165,16,125.55,5,46.19,14,81.2,17,195.029,15,125.79,9,48.175,6,30.99,8,77.375,6,35.52,5,56.23,1156,4437.997
6105,965,"2,893.33",8,74.47,10,39.19,16,39.48,3,15.1,7,44.595,7,31.345,10,70.1,12,109,10,41.165,6,25.86,10,149.615,3,14.02,10,43.2,9,38.515,11,54.515,9,140.185,14,77.86,10,111.14,7,41.65,7,31.53,7,136.22,12,82.695,7,41.335,6,34.995,1176,4381.114
6106,52,"1,602.84",3,44.1,0,0,5,112.58,3,91.18,2,23,2,121.6,5,47.79,4,116.2,2,35.06,0,0,4,40.32,3,92.54,0,0,1,18.2,2,15.68,3,71.64,2,129.93,8,132.51,1,15.12,3,106.45,3,58.11,3,58.22,0,0,1,29.7,112,2962.765
6107,"3,381","8,344.03",20,71.94,28,103.5,23,165.39,33,204.465,25,126.475,32,183.115,28,133.315,23,122.92,32,162.635,29,141.715,35,217.902,36,256.429,42,213.68,43,237.757,55,302.615,36,248.465,38,302.775,50,223.205,40,259.075,32,158.963,39,249.89,38,211.605,30,178,25,120.79,4193,12940.647
6108,"2,471","5,478.02",10,45.675,16,68.5,15,62.02,10,42.29,15,57.82,19,82.525,12,44.18,13,54.83,22,91.53,11,47.077,21,110.746,38,165.585,19,88.105,16,79.335,21,105.666,23,114.595,16,89.275,30,136.775,17,82.88,29,157.22,20,96.885,12,74.665,46,172.51,17,86.34,2939,7635.049
